"#",PROG CODE,INSTITUTION NAME,PROGRAMME NAME,2015 CUTOFF,2016 CUTOFF,2017 CUTOFF,2018 CUTOFF,2019 CUTOFF,2020 CUTOFF,2021 CUTOFF
BACHELOR OF ARTS,,,,,,,,,,
12,1063303,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,23,24.35,25.028,24.633,24.124,24.902,22.926
13,1246303,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF DEVELOPMENT STUDIES WITH IT,-,-,26.144,25.778,24.355,25.47,22.926
"BACHELOR OF ARTS (GENDER, WOMEN AND DEVELOPMENT STUDIES)",,,,,,,,,,
1,1057304,EGERTON UNIVERSITY,"BACHELOR OF ARTS (GENDER, WOMEN AND DEVELOPMENT STUDIES)",31.129,26.235,27.008,24.962,24.925,24.336,22.926
BACHELOR OF SCIENCE (MATHEMATICS WITH COMPUTING),,,,,,,,,,
1,1087308,KISII UNIVERSITY,BACHELOR OF SCIENCE (MATHEMATICS WITH COMPUTING),34.68,25.613,26.387,25.893,25.11,24.418,19.223
2,1093308,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE (MATHEMATICS WITH COMPUTING),-,-,-,-,23.812,20.048,19.223
BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE),,,,,,,,,,
1,1111309,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE),42.061,38.616,36.694,36.981,37.478,33.65,35.093
2,1229309,MASENO UNIVERSITY,BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE),39.886,34.009,31.485,33.262,33.071,27.983,19.223
3,1240309,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE),35.151,32.615,26.51,24.848,23.97,20.048,19.223
4,1515309,TOM MBOYA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE),-,-,-,24.238,23.98,20.048,19.223
5,1079309,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTER SCIENCE),28.757,24.445,24.373,24.45,23.516,20.048,19.223
6,1091309,TAITA TAVETA UNIVERSITY,BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTER SCIENCE),30.04,25.707,-,23.294,22.864,20.048,19.223
7,1246309,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTER SCIENCE),28.751,24.931,25.889,25.603,25.705,23.714,19.223
8,1580309,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTER SCIENCE),-,-,-,-,-,-,19.223
9,1170309,MACHAKOS UNIVERSITY,BACHELOR OF SCIENCE (MATHS AND COMPUTER SCIENCE),34.633,25.333,27.789,28.407,28.092,28.377,19.223
10,1063309,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE IN MATHEMATICS & COMPUTER SCIENCE,36.081,32.923,32.037,32.17,33.146,30.688,27.989
11,1077309,KENYA METHODIST UNIVERSITY,BACHELOR OF SCIENCE IN MATHEMATICS AND COMPUTER SCIENCE,29.839,25.092,24.427,24.629,24.44,20.048,19.223
12,1164309,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN MATHEMATICS AND COMPUTER SCIENCE,40.041,34.091,34.435,34.499,34.791,33.029,27.388
13,1249309,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN MATHEMATICS AND COMPUTER SCIENCE,41.661,38.433,36.622,37.021,37.672,35.728,36.454
14,1425309,ZETECH UNIVERSITY,BACHELOR OF SCIENCE IN COMPUTER SCIENCE AND MATHEMATICS,-,-,-,-,-,-,19.223
BACHELOR OF EDUCATION ARTS (HOME ECONOMICS),,,,,,,,,,
1,1111310,KENYATTA UNIVERSITY,BACHELOR OF EDUCATION ARTS (HOME ECONOMICS),33.413,28.306,24.852,25.99,29.461,29.006,29.362
BACHELOR OF SCIENCE (INDUSTRIAL MATHEMATICS),,,,,,,,,,
1,1249311,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (INDUSTRIAL MATHEMATICS),36.55,33.218,31.735,29.83,29.649,23.524,20.1
BACHELOR OF ARTS IN ENVIRONMENTAL PLANNING AND MANAGEMENT,,,,,,,,,,
1,1480312,CATHOLIC UNIVERSITY OF EAST AFRICA,BACHELOR OF ARTS IN ENVIRONMENTAL PLANNING AND MANAGEMENT,28.2,23.797,-,-,25.958,16.791,17.459
2,1111312,KENYATTA UNIVERSITY,BACHELOR OF ENVIRONMENTAL PLANNING & MANAGEMENT,34.673,28.629,-,26.157,26.697,16.791,17.459
3,1117312,PWANI UNIVERSITY,BACHELOR OF ENVIRONMENTAL PLANNING & MANAGEMENT,23,23.047,-,26.331,25.001,16.791,17.459
4,1080312,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ENVIRONMENTAL ECONOMICS AND POLICY,-,-,-,-,-,-,17.459
BACHELOR OF EDUCATION (PHYSICAL EDUCATION),,,,,,,,,,
1,1082315,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF EDUCATION (PHYSICAL EDUCATION),23,23.291,-,24.053,24.032,25.085,22.636
2,1111315,KENYATTA UNIVERSITY,BACHELOR OF EDUCATION (PHYSICAL EDUCATION),23,23.567,-,23.643,26.74,26.375,22.636
3,1114315,UNIVERSITY OF ELDORET,BACHELOR OF EDUCATION IN PHYSICAL EDUCATION AND RECREATION,23,23.312,-,29.064,23.684,24.327,22.636
BACHELOR OF EDUCATION (PHYSICAL EDUCATION AND SPORTS),,,,,,,,,,
1,1263316,UNIVERSITY OF NAIROBI,BACHELOR OF EDUCATION (PHYSICAL EDUCATION AND SPORTS),30.073,24.814,25.132,24.035,23.113,25.555,22.636
"BACHELOR OF ARTS (INTERIOR DESIGN, WITH IT)",,,,,,,,,,
1,1229317,MASENO UNIVERSITY,"BACHELOR OF ARTS (INTERIOR DESIGN, WITH IT)",34.619,29.006,26.569,26.485,28.549,27.424,23.168
2,1263317,UNIVERSITY OF NAIROBI,BACHELOR OF ARTS INTERIOR DESIGN,-,-,-,31.734,35.803,35.99,35.648
BACHELOR OF EDUCATION IN TECHNOLOGY (MECHANICAL ENGINEERING),,,,,,,,,,
1,1173318,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF EDUCATION IN TECHNOLOGY (MECHANICAL ENGINEERING),23,25.435,30.17,29.415,31.115,29.058,16.787
2,1082318,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF EDUCATION IN TECHNOLOGY (MECHANICALTECHNOLOGY),29.097,27.153,28.637,28.603,30.799,28.401,16.787
3,1240318,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF EDUCATION TECHNOLOGY (MECHANICAL ENGINEERING),-,-,-,-,25.487,25.31,16.787
BACHELOR OF EDUCATION IN TECHNOLOGY (ELECTRICAL & ELECTRONIC ENGINEERING),,,,,,,,,,
1,1173319,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF EDUCATION IN TECHNOLOGY (ELECTRICAL & ELECTRONIC ENGINEERING),30.37,29.389,32.943,30.375,32.895,31.348,16.787
2,1082319,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF EDUCATION IN TECHNOLOGY (ELECTRICAL & ELECTRONIC TECHNOLOGY),30.483,27.958,31.384,30.592,32.86,31.101,16.787
3,1240319,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF EDUCATION TECHNOLOGY (ELECTRICAL & ELECTRONICS ENGINEERING),-,-,-,-,28.994,28.333,16.787
BACHELOR OF EDUCATION IN TECHNOLOGY (CIVIL ENGINEERING),,,,,,,,,,
1,1173320,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF EDUCATION IN TECHNOLOGY (CIVIL ENGINEERING),29.945,28.419,31.453,30.793,32.571,32.233,16.787
2,1082320,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF EDUCATION IN TECHNOLOGY (BUILDING & CIVIL TECHNOLOGY),32.059,29.025,30.338,30.43,32.548,32.567,16.787
3,1240320,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF EDUCATION TECHNOLOGY (CIVIL ENGINEERING),-,-,-,-,28.604,25.443,16.787
BACHELOR OF ARTS IN SUSTAINABLE HUMAN DEVELOPMENT,,,,,,,,,,
1,1475321,TANGAZA UNIVERSITY COLLEGE,BACHELOR OF ARTS IN SUSTAINABLE HUMAN DEVELOPMENT,23,29.231,-,24.296,24.19,22.21,22.926
BACHELOR OF ARTS IN CHILD AND YOUTH STUDIES,,,,,,,,,,
1,1475322,TANGAZA UNIVERSITY COLLEGE,BACHELOR OF ARTS IN CHILD AND YOUTH STUDIES,23,-,-,25.754,24.993,22.21,22.926
2,1117322,PWANI UNIVERSITY,BACHELOR OF ARTS IN CHILDCARE AND PROTECTION,-,-,-,-,24.397,24.175,22.926
BACHELOR OF ARTS IN SOCIAL COMMUNICATION,,,,,,,,,,
1,1475323,TANGAZA UNIVERSITY COLLEGE,BACHELOR OF ARTS IN SOCIAL COMMUNICATION,23,28.698,-,24.968,25.246,26.742,22.926
"BACHELOR OF ARTS (KISWAHILI, WITH IT)",,,,,,,,,,
1,1229324,MASENO UNIVERSITY,"BACHELOR OF ARTS (KISWAHILI, WITH IT)",34.006,26.048,26.687,27.692,29.066,30.343,22.926
2,1073324,RONGO UNIVERSITY,BACHELOR OF ARTS (KISWAHILI),29.596,25.973,-,25.186,26.896,28.638,22.926
3,1117324,PWANI UNIVERSITY,BACHELOR OF ARTS (KISWAHILI),33.131,24.836,-,24.866,27.432,28.973,22.926
4,1165324,MAASAI MARA UNIVERSITY,BACHELOR OF ARTS (KISWAHILI),-,-,-,-,-,-,-
5,1253324,MOI UNIVERSITY,BACHELOR OF ARTS (KISWAHILI),34.39,25.569,28.156,28.619,30.403,31.068,22.926
6,1700324,BOMET UNIVERSITY COLLEGE,BACHELOR OF ARTS (KISWAHILI),-,-,-,24.962,24.588,28.078,22.926
7,1087324,KISII UNIVERSITY,BACHELOR OF ARTS IN KISWAHILI,32.703,25.493,-,24.83,27.174,28.931,22.926
8,1181324,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF ARTS IN KISWAHILI,28.977,27.287,-,-,-,-,-
BACHELOR OF ARTS ( KISWAHILI AND COMMUNICATION),,,,,,,,,,
1,1176325,LAIKIPIA UNIVERSITY,BACHELOR OF ARTS ( KISWAHILI AND COMMUNICATION),32.093,25.891,-,24.848,27.074,28.721,22.926
2,1480325,CATHOLIC UNIVERSITY OF EAST AFRICA,BACHELOR OF ARTS ( KISWAHILI AND COMMUNICATION),23,26.417,-,25.148,26.767,27.999,22.926
BACHELOR OF EDUCATION (ARTS) WITH GUIDANCE AND COUNSELLING,,,,,,,,,,
1,1165326,MAASAI MARA UNIVERSITY,BACHELOR OF EDUCATION (ARTS) WITH GUIDANCE AND COUNSELLING,32.553,26.248,24.796,23.969,25.237,26.153,22.636
2,1244326,KARATINA UNIVERSITY,BACHELOR OF EDUCATION (GUIDANCE AND COUNSELLING),-,-,-,-,-,24.08,22.636
3,1253326,MOI UNIVERSITY,BACHELOR OF EDUCATION (GUIDANCE AND COUNSELLING),29.292,25.894,25.62,24.749,25.908,26.917,22.636
4,1700326,BOMET UNIVERSITY COLLEGE,BACHELOR OF EDUCATION (GUIDANCE AND COUNSELLING),-,-,-,-,26.156,25.342,22.636
5,1118326,UNIVERSITY OF KABIANGA,BACHELOR OF EDUCATION WITH GUIDANCE AND COUNSELLING,30.225,25.026,-,25.155,25.019,25.056,22.636
BACHELOR OF PROJECT PLANNING AND MANAGEMENT,,,,,,,,,,
1,1073327,RONGO UNIVERSITY,BACHELOR OF PROJECT PLANNING AND MANAGEMENT,32.79,25.218,-,23.952,24.568,22.361,22.544
2,1244327,KARATINA UNIVERSITY,BACHELOR OF PROJECT PLANNING AND MANAGEMENT,35.183,26.105,-,25.027,24.645,22.361,25.59
3,1263327,UNIVERSITY OF NAIROBI,BACHELOR OF PROJECT PLANNING AND MANAGEMENT,-,-,-,-,-,27.606,31.21
4,1165327,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),32.032,24.855,25.72,24.183,25.09,22.361,23.606
5,1253327,MOI UNIVERSITY,BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),38.635,32.091,29.773,26.69,29.645,26.033,27.454
6,1700327,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),-,-,-,25.178,23.946,22.361,22.544
7,1114327,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (PROJECT PLANNING MANAGEMENT),37.665,25.132,26.721,-,-,-,23.66
8,1166327,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (PROJECT PLANNING MANAGEMENT),30.459,24.751,-,25.413,24.52,22.361,24.546
9,1087327,KISII UNIVERSITY,BACHELOR OF PROJECT MANAGEMENT,-,24.478,-,25.19,24.219,22.361,22.544
10,1249327,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF PROJECT MANAGEMENT,39.4,33.777,31.847,28.528,32.762,28.747,28.99
BACHELOR OF SCIENCE (FORESTRY),,,,,,,,,,
1,1114330,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (FORESTRY),23,23.062,-,-,27.489,16.791,17.459
2,1118330,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (FORESTRY),23,24.823,-,26.763,-,16.791,17.459
3,1165330,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE (FORESTRY),-,-,-,-,-,-,-
4,1166330,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (FORESTRY),23,25.06,-,-,-,16.791,17.459
BACHELOR OF EDUCATION (TECHNOLOGY EDUCATION),,,,,,,,,,
1,1114331,UNIVERSITY OF ELDORET,BACHELOR OF EDUCATION (TECHNOLOGY EDUCATION),23,23.611,-,24.846,24.141,16.9,16.787
2,1246331,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF EDUCATION (TECHNOLOGY EDUCATION),-,-,25.871,-,-,-,-
3,1253331,MOI UNIVERSITY,BACHELOR OF EDUCATION (TECHNOLOGY EDUCATION),28.38,23.273,24.098,23.852,24.356,16.9,16.787
BACHELOR OF EDUCATION (SCIENCE) WITH SPECIAL NEEDS EDUCATION,,,,,,,,,,
1,1165332,MAASAI MARA UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE) WITH SPECIAL NEEDS EDUCATION,27.832,24.552,29.91,24.328,30.671,30.976,24.354
BACHELOR OF EDUCATION (SCIENCE) WITH GUIDANCE AND COUNSELING,,,,,,,,,,
1,1165333,MAASAI MARA UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE) WITH GUIDANCE AND COUNSELING,29.198,23.026,24.489,24.901,26.885,26.973,22.636
BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS,,,,,,,,,,
1,1165334,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS,30.695,25.56,27.677,24.111,24.788,20.048,20.1
2,1700334,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS,-,-,-,-,24.768,-,-
3,1253334,MOI UNIVERSITY,BACHELOR OF  FINANCIAL ECONOMICS,-,-,-,28.537,31.246,23.157,20.1
BACHELOR OF SCIENCE ECONOMETRICS AND STATISTICS,,,,,,,,,,
1,1165335,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE ECONOMETRICS AND STATISTICS,31.92,23.618,-,-,-,-,-
BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY),,,,,,,,,,
1,1078337,AFRICA NAZARENE UNIVERSITY,BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY),23,26.286,-,23.836,24.109,28.574,28.826
2,1170337,MACHAKOS UNIVERSITY,BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY),-,-,-,25.54,24.362,25.433,-
3,1600337,ALUPE UNIVERSITY COLLEGE,BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY),-,28.252,-,-,-,25.047,22.926
4,1068343,PAN AFRICA CHRISTIAN UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,23,-,-,25.182,25.661,24.959,25.087
5,1077337,KENYA METHODIST UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,-,-,-,26.731,24.617,25.403,22.926
6,1087337,KISII UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,23,25.885,-,24.546,24.242,24.354,22.926
7,1090337,SCOTT CHRISTIAN UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,23,-,-,24.645,24.561,25.768,22.926
8,1103337,KCA UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,-,-,-,25.656,24.887,26.049,23.863
9,1107337,ST PAULS UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,23,28.488,-,-,-,26.28,22.926
10,1119337,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,23,-,-,26.078,24.468,25.013,22.926
11,1162337,DAYSTAR UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,-,26.229,26.594,29.367,32.232,29.14,26.462
12,1169337,KENYA HIGHLANDS EVANGELICAL UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,23,-,-,24.083,-,26.156,22.926
13,1244337,KARATINA UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,-,-,-,25.388,-,-,-
14,1475337,TANGAZA UNIVERSITY COLLEGE,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,23,-,-,25.285,25.237,24.749,22.926
15,1480337,CATHOLIC UNIVERSITY OF EAST AFRICA,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,23,25.873,-,24.732,24.053,24.591,22.926
16,1063337,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF ARTS IN COUNSELLING PSYCHOLOGY,-,-,-,-,-,-,22.926
17,1225337,INTERNATIONAL LEADERSHIP UNIVERSITY,BACHELOR OF ARTS IN COUNSELLING PSYCHOLOGY,23,-,-,-,-,24.807,22.926
18,1112337,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF SCIENCE (COUNSELLING PSYCHOLOGY),34.566,26.319,25.361,28.141,30.107,31.788,32.47
19,1253337,MOI UNIVERSITY,BACHELOR OF SCIENCE (COUNSELLING PSYCHOLOGY),28.374,25.867,24.309,24.291,26.089,28.249,25.052
20,1700337,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (COUNSELLING PSYCHOLOGY),-,-,-,-,-,25.969,22.926
BACHELOR OF ENVIRONMENTAL STUDIES (BIOLOGY AND HEALTH),,,,,,,,,,
1,1165338,MAASAI MARA UNIVERSITY,BACHELOR OF ENVIRONMENTAL STUDIES (BIOLOGY AND HEALTH),23,22.266,-,26.099,-,-,17.459
BACHELOR OF ENVIRONMENTAL STUDIES (EARTH SCIENCES),,,,,,,,,,
1,1165339,MAASAI MARA UNIVERSITY,BACHELOR OF ENVIRONMENTAL STUDIES (EARTH SCIENCES),23,24.698,27.374,26.457,27.206,17.674,17.459
BACHELOR OF URBAN AND REGIONAL PLANNING,,,,,,,,,,
1,1112340,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF URBAN AND REGIONAL PLANNING,-,36.488,-,-,-,-,-
2,1165340,MAASAI MARA UNIVERSITY,BACHELOR OF URBAN AND REGIONAL PLANNING,30.521,31.563,26.689,27.824,28.813,27.112,19.039
"BACHELOR OF SCIENCE IN PARKS, RECREATION AND LEISURE MANAGEMENT",,,,,,,,,,
1,1165341,MAASAI MARA UNIVERSITY,"BACHELOR OF SCIENCE IN PARKS, RECREATION AND LEISURE MANAGEMENT",23,25.574,-,-,-,-,-
BACHELOR OF ARTS (HISTORY & ECONOMICS),,,,,,,,,,
1,1057342,EGERTON UNIVERSITY,BACHELOR OF ARTS (HISTORY & ECONOMICS),31.166,23.283,23.65,23.925,23.989,20.048,20.1
2,1176342,LAIKIPIA UNIVERSITY,BACHELOR OF ARTS (HISTORY AND ECONOMICS),23,23.974,-,-,-,-,-
3,1105342,CHUKA UNIVERSITY,BACHELOR OF ARTS IN HISTORY AND ECONOMICS,-,-,-,24.292,24.698,20.048,20.1
BACHELOR OF ARTS (COUNSELING),,,,,,,,,,
1,1111337,KENYATTA UNIVERSITY,BACHELOR OF ARTS (COUNSELING),35.69,29.331,26.553,25.337,26.604,25.828,22.926
BACHELOR OF ARTS IN GUIDANCE AND COUNSELLING,,,,,,,,,,
1,1181344,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF ARTS IN GUIDANCE AND COUNSELLING,23,28.294,-,-,-,-,-
BACHELOR OF SCIENCE (DAIRY TECHNOLOGY & MANAGEMENT),,,,,,,,,,
1,1057345,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (DAIRY TECHNOLOGY & MANAGEMENT),27.542,22.048,26.589,27.95,28.811,16.791,17.459
BACHELOR OF SCIENCE (AGRICULTURE & HUMAN ECOLOGY EXTENSION),,,,,,,,,,
1,1057346,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (AGRICULTURE & HUMAN ECOLOGY EXTENSION),29.516,22.301,33.005,25.084,24.364,24.734,17.459
BACHELOR OF SCIENCE (APPLIED AQUATIC SCIENCE),,,,,,,,,,
1,1057347,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (APPLIED AQUATIC SCIENCE),24.779,21.072,-,28.676,41.048,16.791,17.459
2,1087347,KISII UNIVERSITY,BACHELOR OF SCIENCE (APPLIED AQUATIC SCIENCE),23,24.17,-,-,26.623,16.791,17.459
3,1166347,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (AQUATIC SCIENCE),23,25.898,-,-,-,-,-
BACHELOR OF SCIENCE (NATURAL RESOURCE MANAGEMENT),,,,,,,,,,
1,1078348,AFRICA NAZARENE UNIVERSITY,BACHELOR OF SCIENCE (NATURAL RESOURCE MANAGEMENT),27.141,25.223,-,-,-,-,-
2,1096348,GARISSA UNIVERSITY,BACHELOR OF SCIENCE (NATURAL RESOURCE MANAGEMENT),-,-,-,23.794,-,-,-
3,1114348,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (NATURAL RESOURCE MANAGEMENT),28.189,22.949,-,-,29.126,16.791,17.459
4,1057348,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (NATURAL RESOURCES MANAGEMENT),31.145,22.384,-,29.269,26.093,16.791,17.459
5,1082348,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE (NATURAL RESOURCES MANAGEMENT),23,22.119,-,30.391,34.987,16.791,17.459
6,1105348,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (NATURAL RESOURCES MANAGEMENT),23,21.31,26.354,28.358,29.32,16.791,17.459
7,1087348,KISII UNIVERSITY,BACHELOR OF SCIENCE IN NATURAL RESOURCE MANAGEMENT,28.448,22.837,-,30.657,25.256,16.791,17.459
8,1570348,TURKANA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE IN NATURAL RESOURCE MANAGEMENT,-,-,-,-,-,16.791,-
9,1244348,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN NATURAL RESOURCES,23,23.315,-,-,26.349,16.791,17.459
BACHELOR OF SCIENCE (MINING AND MINERAL PROCESSING ENGINEERING),,,,,,,,,,
1,1091349,TAITA TAVETA UNIVERSITY,BACHELOR OF SCIENCE (MINING AND MINERAL PROCESSING ENGINEERING),25.34,26.468,27.979,29.294,28.165,16.9,16.787
2,1249349,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (MINING AND MINERAL PROCESSING ENGINEERING),39.274,39.444,38.334,33.39,34.205,28.822,16.787
BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING),,,,,,,,,,
1,1249350,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING),43.342,42.427,41.593,41.323,41.2,39.368,39.505
2,1079350,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE IN COMPUTER SYSTEMS ENGINEERING,-,-,-,26.071,27.358,16.9,16.787
BACHELOR OF SCIENCE (LAND RESOURCE MANAGEMENT),,,,,,,,,,
1,1166351,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (LAND RESOURCE MANAGEMENT),23,23.091,-,-,-,-,-
2,1249351,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (LAND RESOURCE PLANNING & MANAGEMENT),34.48,27.75,29.092,27.022,28.742,16.791,17.459
BACHELOR OF SCIENCE (FINANCIAL ENGINEERING),,,,,,,,,,
1,1079352,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE (FINANCIAL ENGINEERING),-,-,-,-,25.017,20.048,20.1
2,1249352,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (FINANCIAL ENGINEERING),42.207,42.207,38.727,39.437,40.071,36.652,36.671
"",,,,BACHELOR OF LANDSCAPE ARCHITECTURE,,,,,,,,,,,,,,
1,1249353,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF LANDSCAPE ARCHITECTURE,,-,,,39.385,,38.764,,36.914,,37.755,,38.747,,33.675
"",,,BACHELOR OF SCIENCE (ENVIRONMENTAL HORTICULTURE & LANDSCAPING TECHNOLOGY),,,,,,,,,,,,,,,
1,1249354,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (ENVIRONMENTAL HORTICULTURE & LANDSCAPING TECHNOLOGY),,,29.006,,24.784,,39.407,,33.845,,26.219,,16.791,,17.459
"",,,,BACHELOR OF SCIENCE (SEED SCIENCE & TECHNOLOGY),,,,,,,,,,,,,,
1,1114355,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (SEED SCIENCE & TECHNOLOGY),,,23,,23.865,-,,-,,-,,-,,-,
"",,,,BACHELOR OF SCIENCE IN ETHNOBOTANY,,,,,,,,,,,,,,
1,1114356,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN ETHNOBOTANY,,,23,,25.114,-,,-,,-,,-,,-,
2,1229356,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (ETHNOBOTANY & MEDICINAL PLANTS, WITH IT)",,-,,-,,-,,,25.349,-,,-,,-,
"",,,,BACHELOR OF SCIENCE (SOILS & LAND USE MANAGEMENT),,,,,,,,,,,,,,
1,1114357,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (SOILS & LAND USE MANAGEMENT),,,23,,23.622,-,,-,,-,,-,,-,
"",,,,BACHELOR OF SCIENCE IN APPLIED ANIMAL LABORATORY SCIENCE,,,,,,,,,,,,,,
